Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,New_Price
Mercedes-Benz B Class B200 CDI,2017,43812,Diesel,Automatic,First,15.0 kmpl,2143 CC,107.3 bhp,5,"$24,492.75 ",
Honda Amaze S i-Vtech,2014,69876,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,"$4,710.14 ",
Toyota Fortuner 4x2 AT,2014,102000,Diesel,Automatic,Second,12.55 kmpl,2982 CC,168.5 bhp,7,"$19,927.54 ",
Hyundai Verna 1.6 VTVT,2011,68000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5,"$4,468.60 ",
Jaguar XJ 3.0L Portfolio,2016,12000,Diesel,Automatic,First,10.5 kmpl,2993 CC,271.23 bhp,4,"$95,410.63 ",
BMW 3 Series 320d,2013,25000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,"$21,727.05 ","$57,814.01 "
Hyundai i20 Magna 1.4 CRDi (Diesel),2013,51873,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,5,"$4,710.14 ",
Ford Figo Diesel EXI Option,2012,72500,Diesel,Manual,First,18.5 kmpl,1399 CC,68 bhp,5,"$3,768.12 ",
Maruti Wagon R LXI BSIII,2007,83000,Petrol,Manual,First,14.0 kmpl,1061 CC,64 bhp,5,"$1,992.75 ",
Hyundai Xcent 1.2 Kappa S Option,2015,39871,Petrol,Manual,First,19.1 kmpl,1197 CC,81.86 bhp,5,"$4,227.05 ",
Mahindra Xylo H4,2015,82000,Diesel,Manual,Second,14.02 kmpl,2179 CC,118.3 bhp,7,"$5,857.49 ","$14,094.20 "
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2018,23152,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5,"$47,367.15 ",
Hyundai i10 Magna,2007,71600,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5,"$2,415.46 ",
Toyota Fortuner 3.0 Diesel,2010,122000,Diesel,Manual,Second,11.5 kmpl,2982 CC,171 bhp,7,"$12,620.77 ",
Toyota Camry Hybrid,2016,29277,Petrol,Automatic,First,19.16 kmpl,2494 CC,158.2 bhp,5,"$32,608.70 ",
Ford Figo Diesel ZXI,2011,60000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,"$2,717.39 ",
Hyundai Xcent 1.2 Kappa S Option,2014,42000,Petrol,Manual,First,19.1 kmpl,1197 CC,81.86 bhp,5,"$4,166.67 ",
Hyundai i20 Sportz 1.2,2016,61823,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,"$7,415.46 ",
Hyundai i10 Magna LPG,2012,53000,LPG,Manual,Second,19.2 km/kg,1086 CC,68.05 bhp,5,"$3,442.03 ",
Tata Indigo CS Emax CNG GLX,2015,75000,CNG,Manual,First,24.6 km/kg,1193 CC,55.23 bhp,5,"$3,925.12 ",
Maruti Dzire VDI,2011,110000,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5,"$4,830.92 ","$11,038.65 "
Honda City 1.5 S MT,2010,38446,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,"$3,128.02 ",
Maruti Baleno Delta 1.3,2017,33000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5,"$8,405.80 ",
Toyota Etios Liva G,2011,42118,Petrol,Manual,First,18.3 kmpl,1197 CC,null bhp,5,"$2,644.93 ",
Hyundai EON Era Plus,2016,70000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,"$3,623.19 ",
Volkswagen Polo 1.5 TDI Highline,2012,68038,Diesel,Manual,First,20.14 kmpl,1498 CC,88 bhp,5,"$4,347.83 ","$12,028.99 "
Chevrolet Beat Diesel LS,2014,55012,Diesel,Manual,Second,25.44 kmpl,936 CC,57.6 bhp,5,"$4,468.60 ",
BMW 5 Series 520d Luxury Line,2013,55000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5,"$26,268.12 ","$76,944.44 "
Mercedes-Benz GLC 220d 4MATIC Sport,2017,25000,Diesel,Automatic,First,17.9 kmpl,2143 CC,170 bhp,5,"$54,347.83 ","$77,463.77 "
Maruti Alto K10 VXI,2011,46808,Petrol,Manual,Second,24.07 kmpl,998 CC,67.1 bhp,5,"$3,852.66 ","$5,676.33 "
Hyundai Xcent 1.2 VTVT S,2015,65743,Petrol,Manual,First,20.14 kmpl,1197 CC,81.86 bhp,5,"$7,487.92 ","$9,480.68 "
Hyundai i10 Magna 1.1,2013,64466,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,"$4,782.61 ",
Tata Indica DLS,2009,75648,Diesel,Manual,First,13.5 kmpl,1405 CC,null bhp,5,$990.34 ,
Maruti Swift Dzire Tour LDI,2016,80000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,"$5,434.78 ",
Hyundai Xcent 1.2 CRDi E Plus,2017,69000,Diesel,Manual,First,25.4 kmpl,1186 CC,73.97 bhp,5,"$4,287.44 ",
Nissan Sunny Diesel XV,2014,79200,Diesel,Manual,First,22.71 kmpl,1461 CC,84.8 bhp,5,"$6,642.51 ",
Hyundai Creta 1.6 SX Option,2016,29477,Petrol,Manual,First,15.8 kmpl,1591 CC,121.3 bhp,5,"$12,379.23 ","$19,758.45 "
Toyota Fortuner 2.8 2WD AT,2017,40000,Diesel,Automatic,First,12.9 kmpl,2755 CC,174.5 bhp,7,"$36,231.88 ","$45,144.93 "
Maruti Ritz VXi,2014,25000,Petrol,Manual,Second,18.5 kmpl,1197 CC,85.80 bhp,5,"$4,227.05 ",
Renault Pulse RxL,2014,67668,Diesel,Manual,First,23.08 kmpl,1461 CC,63.12 bhp,5,"$3,743.96 ",
Skoda Fabia 1.2 MPI Ambiente Petrol,2010,78000,Petrol,Manual,First,17.5 kmpl,1198 CC,75 bhp,5,"$3,925.12 ",
Ford EcoSport 1.5 Diesel Titanium,2017,30000,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5,"$10,857.49 ","$14,359.90 "
Volkswagen Vento Petrol Comfortline,2015,70623,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5,"$4,818.84 ",
Nissan Terrano XV 110 PS,2015,54000,Diesel,Manual,Second,19.01 kmpl,1461 CC,108.5 bhp,5,"$7,246.38 ",
Audi Q3 2012-2015 35 TDI Quattro Premium,2015,48000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,"$22,041.06 ",
Toyota Innova 2.5 GX (Diesel) 7 Seater,2012,62000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7,"$9,359.90 ",
Tata Zest Revotron 1.2T XE,2017,47000,Petrol,Manual,Second,17.57 kmpl,1193 CC,88.7 bhp,5,"$5,434.78 ","$7,995.17 "
Toyota Fortuner 3.0 Diesel,2014,171000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7,"$20,229.47 ",
BMW X3 xDrive20d,2012,108000,Diesel,Automatic,First,16.09 kmpl,1995 CC,184 bhp,5,"$21,135.27 ",
Maruti SX4 S Cross DDiS 320 Zeta,2016,41000,Diesel,Manual,First,22.7 kmpl,1598 CC,118 bhp,5,"$9,299.52 ",
Honda City 1.5 S MT,2012,66000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5,"$5,374.40 ",
Maruti Swift Dzire LDI,2015,144000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,"$6,340.58 ",
BMW 3 Series 320d M Sport,2017,23806,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,"$40,652.17 ",
Nissan Micra XV CVT,2013,89000,Petrol,Automatic,Second,19.34 kmpl,1198 CC,76 bhp,5,"$3,381.64 ",
Maruti Baleno Zeta Automatic,2018,38852,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,"$10,229.47 ",
Maruti Ciaz ZDi Plus,2018,68737,Diesel,Manual,First,26.21 kmpl,1248 CC,88.5 bhp,5,"$11,256.04 ",
Mercedes-Benz CLA 200 CDI Style,2017,23106,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,"$33,128.02 ",
Honda Mobilio RS i DTEC,2015,31250,Diesel,Manual,First,24.5 kmpl,1498 CC,98.6 bhp,7,"$7,850.24 ",
Toyota Innova 2.5 GX (Diesel) 8 Seater,2014,77795,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8,"$11,473.43 ",
Jaguar XF 3.0 Litre S Premium Luxury,2015,47759,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5,"$38,405.80 ",
Toyota Etios Petrol TRD Sportivo,2013,67620,Petrol,Manual,Second,17.6 kmpl,1496 CC,88.8 bhp,5,"$5,072.46 ",
Chevrolet Beat Diesel LS,2013,44378,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,"$4,649.76 ",
Honda Accord 2.4 M/T,2012,64709,Petrol,Manual,Second,12.8 kmpl,2354 CC,177.6 bhp,5,"$7,246.38 ",
Maruti Alto LXi,2007,76161,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,"$1,992.75 ",
Skoda Octavia Ambition 2.0 TDI AT,2013,58410,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5,"$17,512.08 ",
Toyota Innova 2.5 V Diesel 7-seater,2011,72000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,"$8,574.88 ",
Audi A4 35 TDI Premium Sport,2016,11000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,"$33,816.43 ",
Maruti Vitara Brezza ZDi Plus Dual Tone,2017,45362,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,"$11,328.50 ","$14,190.82 "
Hyundai Grand i10 Sportz,2016,59767,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,"$5,772.95 ",
Toyota Corolla DX,2003,70000,Petrol,Manual,Second,13.4 kmpl,1794 CC,125 bhp,5,"$2,053.14 ",
Tata Hexa XTA,2019,14233,Diesel,Automatic,First,17.6 kmpl,2179 CC,153.86 bhp,7,"$21,557.97 ","$27,463.77 "
Hyundai i20 2015-2017 1.2 Asta,2010,72000,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,5,"$3,321.26 ",
Hyundai Verna 1.6 SX VTVT,2014,11000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5,"$7,185.99 ",
Maruti Omni 8 Seater BSIV,2011,39000,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5,"$1,811.59 ",
Maruti Alto 800 2016-2019 VXI,2019,19855,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,"$4,589.37 ",
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2017,20149,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5,"$46,497.58 ",
Hyundai i10 Era 1.1,2011,70000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,"$2,596.62 ",
Skoda Superb Style 1.8 TSI AT,2010,62004,Petrol,Automatic,Second,14.67 kmpl,1798 CC,177.46 bhp,5,"$4,528.99 ","$40,289.86 "
Volkswagen Vento 1.5 TDI Highline AT,2016,25500,Diesel,Automatic,First,21.5 kmpl,1498 CC,108.5 bhp,5,"$10,809.18 ","$19,154.59 "
Maruti Swift VDI BSIV,2013,68800,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,"$6,038.65 ",
Honda Civic 2010-2013 1.8 V MT,2010,61700,Petrol,Manual,First,14.8 kmpl,1799 CC,130.2 bhp,5,"$3,562.80 ",
BMW 3 Series 320i Sedan,2010,59660,Petrol,Automatic,First,12.05 kmpl,1995 CC,154 bhp,5,"$12,669.08 ",
Hyundai Santro Xing GLS,2007,69775,Petrol,Manual,Second,17.92 kmpl,1086 CC,62.1 bhp,5,"$2,234.30 ",
Maruti Swift VDI BSIV,2016,51787,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,"$7,789.86 ",
Honda Accord 2001-2003 2.3 VTi L AT,2009,88000,Petrol,Automatic,First,11.1 kmpl,2354 CC,142 bhp,5,"$6,340.58 ",
Maruti Ertiga VDI,2014,47052,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,"$7,234.30 ",
Ford Fiesta Classic 1.4 Duratorq LXI,2015,69749,Diesel,Manual,First,18.6 kmpl,1388 CC,67 bhp,5,"$4,613.53 ",
Audi Q7 3.0 TDI Quattro Premium Plus,2012,79000,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,"$47,101.45 ",
Audi A4 35 TDI Premium,2016,39644,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,"$31,099.03 ",
Tata Indica Vista Quadrajet VX,2012,137800,Diesel,Manual,First,22.3 kmpl,1248 CC,74 bhp,5,"$2,657.00 ",
Hyundai Verna CRDi ABS,2008,120000,Diesel,Manual,Second,18.1 kmpl,1493 CC,110 bhp,5,"$2,415.46 ",
Mercedes-Benz E-Class E 220 d,2018,11000,Diesel,Automatic,First,16.1 kmpl,1950 CC,194 bhp,5,"$68,236.72 ","$85,205.31 "
BMW 3 Series 320d Luxury Line,2014,18600,Diesel,Automatic,Second,22.69 kmpl,1995 CC,190 bhp,5,"$25,362.32 ","$65,736.72 "
Hyundai Grand i10 CRDi Asta,2014,116905,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,"$4,830.92 ",
Hyundai i10 Sportz AT,2011,32824,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5,"$4,625.60 ",
Maruti Swift VXi BSIV,2016,19148,Petrol,Manual,First,16.1 kmpl,1197 CC,85 bhp,5,"$7,113.53 ",
Hyundai Santro Xing GLS,2010,35008,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5,"$1,642.51 ",
BMW 6 Series Gran Coupe,2013,21000,Diesel,Automatic,Second,17.54 kmpl,2993 CC,313 bhp,4,"$53,140.10 ",
Maruti SX4 Green Vxi (CNG),2014,53000,CNG,Manual,First,22.1 km/kg,1586 CC,85.7 bhp,5,"$3,937.20 ",
Hyundai Verna 1.4 VTVT,2016,36000,Petrol,Manual,First,17.43 kmpl,1396 CC,105.5 bhp,5,"$9,661.84 ",
Maruti Swift Dzire ZDI,2012,56121,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,"$5,132.85 ",
Maruti Swift VDI,2018,30000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,"$7,246.38 ",
Skoda Octavia 2.0 TDI AT Style Plus,2016,31021,Diesel,Automatic,First,19.5 kmpl,1968 CC,141 bhp,5,"$20,060.39 ",
Renault Duster 110PS Diesel RxL,2013,52600,Diesel,Manual,First,19.6 kmpl,1461 CC,108.45 bhp,5,"$8,768.12 ",
Mahindra Scorpio 2.6 CRDe,2005,60000,Diesel,Manual,First,10.5 kmpl,2179 CC,120 bhp,8,"$4,830.92 ",
BMW 5 Series 2013-2017 520d Luxury Line,2016,44001,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5,"$41,678.74 ",
Maruti Wagon R VXI BSIII,2003,101000,Petrol,Manual,Third,17.3 kmpl,1061 CC,64 bhp,5,"$1,147.34 ",
Maruti Wagon R LXI BSIII,2007,84169,Petrol,Manual,First,14.0 kmpl,1061 CC,64 bhp,5,"$2,657.00 ",
Hyundai i20 Sportz 1.2,2017,14001,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,"$6,944.44 ",
Hyundai Santro Xing XO CNG,2005,100000,CNG,Manual,Third,17.0 km/kg,1086 CC,null bhp,5,"$1,449.28 ",
Land Rover Discovery SE 3.0 TD6,2016,59000,Diesel,Automatic,First,18.0 kmpl,2993 CC,255 bhp,7,"$44,384.06 ","$1,364.73 "
Mercedes-Benz New C-Class 230 Avantgarde,2009,29000,Petrol,Automatic,Second,11.7 kmpl,1796 CC,178 bhp,5,"$12,077.29 ",
BMW 5 Series 520d Sedan,2014,64158,Diesel,Automatic,First,18.48 kmpl,,,,"$21,606.28 ",
Nissan Sunny 2011-2014 Diesel XV,2012,38800,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5,"$4,891.30 ",
Audi Q7 3.0 TDI quattro,2011,98000,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,"$26,570.05 ",
Mercedes-Benz CLA 200 CDI Sport,2017,20969,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,"$33,659.42 ","$54,782.61 "
Maruti Vitara Brezza ZDi,2018,2900,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,"$10,567.63 ","$12,234.30 "
Maruti Swift Dzire Vdi BSIV,2016,69000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,"$5,785.02 ",
Skoda Rapid 1.5 TDI Ambition,2018,5833,Diesel,Manual,First,21.13 kmpl,1498 CC,108.4 bhp,5,"$14,396.14 ","$17,173.91 "
Audi Q7 35 TDI Quattro Technology,2016,28733,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7,"$64,142.51 ",
Maruti Wagon R LXI,2006,145000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,"$1,388.89 ",
Honda City i DTEC VX Option,2014,71000,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5,"$8,997.58 ",
Hyundai EON Magna Plus,2017,12000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,"$4,227.05 ",
Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,2018,21603,Diesel,Automatic,First,13.0 kmpl,2987 CC,265 bhp,5,"$84,722.22 ",
Hyundai Santro GLS II - Euro II,2011,65000,Petrol,Manual,Second,0.0 kmpl,,,,"$3,804.35 ",
BMW 3 Series 320d,2013,58000,Diesel,Automatic,First,13.2 kmpl,1995 CC,170 bhp,5,"$23,550.72 ",
BMW 3 Series 318i Sedan,2012,39000,Petrol,Automatic,Second,12.05 kmpl,1995 CC,154 bhp,5,"$18,115.94 ",
Mahindra NuvoSport N8,2017,37712,Diesel,Manual,First,17.45 kmpl,1493 CC,100 bhp,7,"$9,142.51 ","$14,214.98 "
Maruti Ritz VXi,2012,68000,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5,"$5,314.01 ",
BMW X6 xDrive 40d M Sport,2016,25000,Diesel,Automatic,First,15.87 kmpl,2993 CC,308.43 bhp,5,"$72,463.77 ",
Chevrolet Beat LT,2010,30000,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,5,"$1,932.37 ",
Maruti Swift Dzire VXI,2014,68218,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,"$5,917.87 ",
Maruti Ertiga ZDI,2014,52000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,"$7,185.99 ",
Renault Duster 85PS Diesel RxL,2015,63591,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,5,"$6,461.35 ",
Honda Amaze VX AT i-Vtech,2014,57937,Petrol,Automatic,First,15.5 kmpl,1198 CC,86.7 bhp,5,"$6,521.74 ",
Audi A4 2.0 TDI Premium Sport Limited Edition,2015,21979,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,"$28,321.26 ",
Skoda Octavia Ambiente 1.9 TDI MT,2002,99000,Diesel,Manual,Second,18.7 kmpl,1896 CC,66 bhp,5,"$2,294.69 ",
Honda Amaze E i-Dtech,2016,62000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,"$7,367.15 ",
Toyota Innova 2.5 EV Diesel MS 8 Str BSIII,2006,127001,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,"$5,978.26 ",
Hyundai EON D Lite Plus,2013,84600,Petrol,Manual,Second,21.1 kmpl,814 CC,55.2 bhp,5,"$3,019.32 ",
Datsun redi-GO T Option,2018,30953,Petrol,Manual,First,22.7 kmpl,799 CC,53.64 bhp,5,"$4,202.90 ","$4,891.30 "
Maruti Swift VDI,2012,78000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,"$5,314.01 ",
Mitsubishi Pajero 2.8 GLX Sports,2008,85000,Diesel,Manual,First,9.5 kmpl,2835 CC,118.6 bhp,6,"$9,649.76 ",
Volvo S80 D5,2008,79000,Diesel,Automatic,First,13.1 kmpl,2400 CC,215 bhp,5,"$13,272.95 ",
Toyota Fortuner 4x2 AT,2014,79000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,"$22,343.00 ",
Jeep Compass 2.0 Limited 4X4,2018,48188,Diesel,Manual,First,16.3 kmpl,1956 CC,170 bhp,5,"$26,195.65 ","$32,548.31 "
Maruti Swift Dzire VDI,2014,67557,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,"$6,243.96 ",
Hyundai Verna 1.6 SX,2011,103814,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.32 bhp,5,"$5,434.78 ",
Mahindra Scorpio VLX 2WD BSIV,2014,45128,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,"$8,152.17 ",
Hyundai i10 Era,2013,56075,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,"$3,768.12 ",
Toyota Innova 2.5 G (Diesel) 8 Seater,2011,166000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8,"$9,963.77 ",
Toyota Innova Crysta 2.8 ZX AT,2017,65367,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7,"$24,323.67 ","$33,876.81 "
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,114708,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8,"$15,217.39 ",
Maruti Swift Dzire ZDI,2015,35082,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,"$7,983.09 ",
Hyundai Creta 1.6 CRDi AT SX Plus,2016,38593,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5,"$15,978.26 ",
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,70700,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8,"$5,736.72 ",
Volkswagen Vento Diesel Highline,2011,83000,Diesel,Manual,Second,20.54 kmpl,1598 CC,103.6 bhp,5,"$3,502.42 ",
Chevrolet Tavera LS B3 10 Seats BSIII,2015,120000,Diesel,Manual,First,14.8 kmpl,2499 CC,80 bhp,10,"$6,642.51 ",
Mahindra Ssangyong Rexton RX7,2014,91586,Diesel,Automatic,Second,11.18 kmpl,2696 CC,184 bhp,7,"$11,437.20 ",
Hyundai i10 Magna,2008,38235,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,"$2,355.07 ",
Hyundai i10 Sportz 1.2,2011,37000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,"$2,657.00 ",
Hyundai Santro Xing XG eRLX Euro III,2006,50888,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,5,"$1,388.89 ",
Honda Amaze S i-Vtech,2013,44000,Petrol,Manual,Second,18.0 kmpl,1198 CC,86.7 bhp,5,"$5,253.62 ",
Maruti Celerio ZXI AT,2016,54000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,"$5,434.78 ",
Hyundai Grand i10 Asta,2013,90000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,"$4,287.44 ",
Maruti Swift Dzire VDi,2015,35000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,"$5,736.72 ",
Hyundai i10 Sportz,2012,47324,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5,"$5,458.94 ",
BMW X1 sDrive 20d Exclusive,2012,65148,Diesel,Automatic,First,15.06 kmpl,1995 CC,177 bhp,5,"$15,398.55 ",
Audi A4 2.0 TDI 177 Bhp Premium Plus,2014,57773,Diesel,Automatic,Second,17.11 kmpl,1968 CC,174.33 bhp,5,"$24,202.90 ",
Nissan Terrano XL 85 PS,2014,87000,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,5,"$7,850.24 ",
Mitsubishi Montero 3.2 GLS,2007,179032,Diesel,Manual,First,11.56 kmpl,3200 CC,199.3 bhp,7,"$9,057.97 ",
Maruti Wagon R VXI AMT,2016,8000,Petrol,Automatic,First,22.5 kmpl,998 CC,67 bhp,5,"$5,012.08 ","$7,415.46 "
Honda Civic 2006-2010 1.8 (E) MT,2007,77000,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,5,"$3,019.32 ",
Hyundai i20 2015-2017 Magna 1.2,2016,20600,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,"$6,521.74 ",
Maruti Alto K10 VXI,2016,13198,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,"$3,804.35 ","$5,821.26 "
Audi Q7 35 TDI Quattro Technology,2015,21000,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7,"$63,405.80 ",
Hyundai i20 Sportz Option 1.2,2016,38000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,"$7,185.99 ",
Tata Tiago AMT 1.2 Revotron XZA,2019,15379,Petrol,Automatic,First,23.84 kmpl,1199 CC,83.83 bhp,5,"$8,417.87 ","$8,659.42 "
Hyundai i10 Sportz 1.2,2011,60000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,"$3,864.73 ",
Hyundai Santro Xing XP,2007,70000,Petrol,Manual,First,0.0 kmpl,1086 CC,null bhp,5,"$1,352.66 ",
Renault Duster 85PS Diesel RxL Optional,2013,75371,Diesel,Manual,First,20.46 kmpl,1461 CC,83.8 bhp,5,"$8,079.71 ",
Tata Xenon XT EX 4X4,2014,60000,Diesel,Manual,Second,13.49 kmpl,2179 CC,138.03 bhp,5,"$7,125.60 ",
Hyundai i20 Magna,2009,30675,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,"$2,717.39 ",
Maruti Swift Dzire VDI,2013,22000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,"$5,434.78 ",
Hyundai EON Magna,2015,55000,Petrol,Manual,First,22.0 kmpl,814 CC,55 bhp,5,"$3,152.17 ",
Mercedes-Benz New C-Class 220 CDI AT,2010,74213,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5,"$13,888.89 ",
Mini Cooper Convertible S,2016,15000,Petrol,Automatic,First,16.82 kmpl,1998 CC,189.08 bhp,4,"$42,270.53 ","$53,478.26 "
Tata Nano Cx,2010,57000,Petrol,Manual,First,26.0 kmpl,624 CC,35 bhp,4,$603.86 ,
Maruti Ciaz ZDi Plus,2015,62144,Diesel,Manual,Second,26.21 kmpl,1248 CC,88.5 bhp,5,"$6,944.44 ",
Hyundai Verna CRDi 1.6 SX Option,2017,50000,Diesel,Manual,First,22.0 kmpl,1582 CC,126.2 bhp,5,"$13,888.89 ","$18,985.51 "
Hyundai EON Era Plus,2015,38000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,"$3,321.26 ",
BMW 5 Series 2013-2017 520d Luxury Line,2016,30000,Diesel,Automatic,Second,18.12 kmpl,1995 CC,190 bhp,5,"$38,043.48 ",
Honda Brio S MT,2016,38735,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,"$5,942.03 ",
Maruti Ritz VDi,2012,23598,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,"$4,251.21 ",
